id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
RU_Dent 2013_Tree saplings_Fosters_NA;RU;Dent 2013_Tree saplings_Fosters_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Fosters;NA;Fosters;9.15;-79.85;40;40;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;29.720.417.795.295.300;8.513.268.968;9;0;9.15;-79.85
RU_Dent 2013_Tree saplings_Pearson_NA;RU;Dent 2013_Tree saplings_Pearson_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Pearson;NA;Pearson;9.15;-79.85;100;100;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.037.755.406.210.500;75.494.814.712;9;0;9.15;-79.85
RU_Dent 2013_Tree saplings_Pedro Gomez_NA;RU;Dent 2013_Tree saplings_Pedro Gomez_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Pedro Gomez;NA;Pedro Gomez;9.15;-79.85;20;20;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;30.520.577.720.069.800;99.066.217.372;9;0;9.15;-79.85
RU_Dent 2013_Tree saplings_Poachers_NA;RU;Dent 2013_Tree saplings_Poachers_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Poachers;NA;Poachers;9.15;-79.85;70;70;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;28.661.733.136.306.100;817.409.285;8;0;9.15;-79.85
RU_Dent 2013_Tree saplings_Saino_NA;RU;Dent 2013_Tree saplings_Saino_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Saino;NA;Saino;9.15;-79.85;20;20;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;2;NA;32;10;800;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.083.652.625.633.960;9.039.622.558;9;0;9.15;-79.85
RU_Dent 2013_Tree saplings_Zetek_NA;RU;Dent 2013_Tree saplings_Zetek_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Zetek;NA;Zetek;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;29.142.774.790.365.700;96.366.534.972;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Armour_NA;RU;Dent 2013_Tree seedlings_Armour_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Armour;NA;Armour;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;24.506.148.194.156.500;8.846.652.557.799.990;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Barbour_NA;RU;Dent 2013_Tree seedlings_Barbour_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Barbour;NA;Barbour;9.15;-79.85;100;100;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.961.176.648.829.670;81.786.885.912;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Bohio_NA;RU;Dent 2013_Tree seedlings_Bohio_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Bohio;NA;Bohio;9.15;-79.85;70;70;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;26.367.121.105.406.200;9.221.280.338;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Enders_NA;RU;Dent 2013_Tree seedlings_Enders_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Enders;NA;Enders;9.15;-79.85;40;40;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;29.230.764.103.169.300;92.997.765.872;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Fosters_NA;RU;Dent 2013_Tree seedlings_Fosters_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Fosters;NA;Fosters;9.15;-79.85;40;40;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.733.457.852.517.340;9.980.225.508;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Pearson_NA;RU;Dent 2013_Tree seedlings_Pearson_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Pearson;NA;Pearson;9.15;-79.85;100;100;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.879.179.660.315.540;81.607.457.406;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Pedro Gomez_NA;RU;Dent 2013_Tree seedlings_Pedro Gomez_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Pedro Gomez;NA;Pedro Gomez;9.15;-79.85;20;20;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.637.693.575.413.670;100.784.487.372;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Poachers_NA;RU;Dent 2013_Tree seedlings_Poachers_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Poachers;NA;Poachers;9.15;-79.85;70;70;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;25.088.856.392.670.900;83.754.332.412;9;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Saino_NA;RU;Dent 2013_Tree seedlings_Saino_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Saino;NA;Saino;9.15;-79.85;20;20;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;10;NA;160;10;160;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;15.751.109.442.540.800;6.792.939.858;8;0;9.15;-79.85
RU_Dent 2013_Tree seedlings_Zetek_NA;RU;Dent 2013_Tree seedlings_Zetek_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Zetek;NA;Zetek;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;24.050.006.729.490.600;82.739.021.812;8;0;9.15;-79.85
RU_Dungan 2001_Vegetation_S1_NA;RU;Dungan 2001_Vegetation_S1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;S1;NA;S1;-43.62;172.62;30;30;1996;exact;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1.037.037.037.037.030;NA;27;4;212.057.504.117.311;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;8;7.891.851.851.851.850;24.098.432.254.386.100;35.889.623;3;0.04;-43.62;172.62
RU_Dungan 2001_Vegetation_f1_NA;RU;Dungan 2001_Vegetation_f1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;F1;NA;F1;-43.62;172.62;90;80-100;1996;mean;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1;NA;28;4;2.199.114.857.512.850;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;10;198.7;2.102.791.555.556.760;7.371.175.049.999.990;7;0.04;-43.62;172.62
RU_Dungan 2001_Vegetation_f2_NA;RU;Dungan 2001_Vegetation_f2_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;F2;NA;F2;-43.62;172.62;100;>100;1996;minimum;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";2.8;NA;10;4;7.853.981.633.974.480;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;11;16.939.999.999.999.900;2.844.823.558.134.790;893.288.139;11;0.04;-43.62;172.62
RU_Dungan 2001_Vegetation_s2_NA;RU;Dungan 2001_Vegetation_s2_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;S2;NA;S2;-43.62;172.62;60;60;1996;exact;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";18.666.666.666.666.600;NA;15;4;11.780.972.450.961.700;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;11;2.814.933.333.333.330;2.118.127.640.704.180;589.495.804;5;0.04;-43.62;172.62
RU_Goebel 1996_Tree seedlings_Sit1_NA;RU;Goebel 1996_Tree seedlings_Sit1_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit1;NA;>=150;39.28;-82.1;150;>150;1994;minimum;reference;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;none;NA;0;none;NA;NA;United States;understory;users;none;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;15;NA;27.793.008.395.604.200;663.967.088;12;0;39.28;-82.1
RU_Goebel 1996_Tree seedlings_Sit2_NA;RU;Goebel 1996_Tree seedlings_Sit2_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit2;NA;70-89;39.28;-82.1;79.5;70-89;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;United States;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;19;NA;3.106.269.143.288.520;97.315.618;15;0;39.28;-82.1
RU_Goebel 1996_Tree seedlings_Sit3_NA;RU;Goebel 1996_Tree seedlings_Sit3_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit3;NA;90-109;39.28;-82.1;99.5;90-109;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;United States;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;18;NA;28.168.413.951.301.300;1.021.484.023;14;0;39.28;-82.1
RU_Goebel 1996_Tree seedlings_Sit4_NA;RU;Goebel 1996_Tree seedlings_Sit4_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit4;NA;110-129;39.28;-82.1;119.5;110-129;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;United States;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;15;NA;22.152.600.892.947.600;736.606.246;12;0;39.28;-82.1
RU_Goebel 1996_Tree seedlings_Sit5_NA;RU;Goebel 1996_Tree seedlings_Sit5_NA;RU_Goebel 1996_Tree seedlings;NA;Goebel 1996;Tree seedlings and saplings;Sit5;NA;130-149;39.28;-82.1;139.5;130-149;1994;mean;recovering;Tree seedlings and saplings;Saplings: DBH <= 10.0 cm and height >= 1.37 m tall. Seedlings: height <= 1.37 m;relative abundance;importance value = (relative dominance + relative density)/2.;yes;Saplings and seedlings were counted by species on 100-m2 and 2-m2 plots, respectively.;1;NA;2;5;1000;Initially, most land was cleared for agricultural production. After, large areas of forest were harvested to support the coal mining industry, and many poorer sites not harvested were destroyed by fires. Currently: second-growth stands established- after extensive clearcutting;logging and fires and previously agriculture;extensive clear-cutting;NA;2;none;NA;NA;United States;understory;users;logging;NA;burning/logging/farming;none;none;0;0;none;regular;study;species;27;9;NA;139.417.878.465.044;477.283.125;7;0;39.28;-82.1
RU_Leiva 2009_Floral_Sit1_NA;RU;Leiva 2009_Floral_Sit1_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit1;NA;Bosque Humedo, Bosque Li­mite, Poza de la Cueva;108.333.333.333.333;-85;100;>100;2003;minimum;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1;NA;150;6;15000;clear-felling of forest;NA;pasture;NA;1;none;El dato de bosque maduro viene de 30 parcelas en tres bosques distintos: Bosque Humedo, Bosque Limite y Poza de la Cueva. Las parcelas se dividieron en 5 subparcelas: 5 x 30;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;20;NA;37.516.913.622.586.200;1.137.657.028;17;0;10.83;-85
RU_Leiva 2009_Floral_Sit2_NA;RU;Leiva 2009_Floral_Sit2_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit2;NA;El Jaragual;108.333.333.333.333;-85;10;10;2003;exact;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1.5;NA;100;6;10000;clear-felling of forest;NA;pasture;NA;1;none;NA;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;3;NA;0.5732074559660123;24.746.934.600.000.000;2;0;10.83;-85
RU_Leiva 2009_Floral_Sit3_NA;RU;Leiva 2009_Floral_Sit3_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit3;NA;Las Mesas;108.333.333.333.333;-85;15;15;2003;exact;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1.5;NA;100;6;10000;clear-felling of forest;NA;pasture;NA;1;none;NA;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;10;NA;2.895.423.870.280.310;464.104.344;7;0;10.83;-85
RU_Leiva 2009_Floral_Sit4_NA;RU;Leiva 2009_Floral_Sit4_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit4;NA;El Principe;108.333.333.333.333;-85;20;20;2003;exact;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1.5;NA;100;6;10000;clear-felling of forest;NA;pasture;NA;1;none;NA;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;6;NA;16.256.899.597.519.800;360.387.457;4;0;10.83;-85
RU_Leiva 2009_Floral_Sit5_NA;RU;Leiva 2009_Floral_Sit5_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit5;NA;Los Cedros;108.333.333.333.333;-85;40;40;2003;exact;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1.5;NA;100;6;10000;clear-felling of forest;NA;pasture;NA;1;none;NA;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;17;NA;32.592.272.217.027.500;1.103.862.386.739;14;0;10.83;-85
RU_Leiva 2009_Floral_Sit6_NA;RU;Leiva 2009_Floral_Sit6_NA;RU_Leiva 2009_Floral;NA;Leiva 2009;Floral;Sit6;NA;San Emilio;108.333.333.333.333;-85;60;60;2003;exact;recovering;trees and shrubs;adults (>=5 cm DBH) and saplings (>=1 cm and <5 cm DBH);relative abundance;importance value (ba/total ba + density/total density + frequency/total frequency);yes;subplots of 10 m x 10 m;1.5;NA;100;6;10000;clear-felling of forest;NA;pasture;NA;1;none;NA;Wen;Costa Rica;woody;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;34;19;NA;39.069.630.461.759.400;1.255.949.064;16;0;10.83;-85
RU_Lu 2014_Tree seedlings_Sit1_NA;RU;Lu 2014_Tree seedlings_Sit1_NA;RU_Lu 2014_Tree seedlings;NA;Lu 2014;Tree seedlings;Sit1;NA;30-yr-old;190.525.611.111.111;109.136.008.333.333;30;30;2010;exact;recovering;trees, shrubs and lianas seedlings;DBH < 1cm;relative abundance;probably based on counts;yes;identification of each individual with DBH < 1 cm in quadrats of 4 m2 of subplots of 400 m2;1;NA;200;3;800;NA;NA;shifting cultivation;NA;1;none;Communities are composed by 27 representative tree species that collectively constitute > 50 percent of the seedling relative abundance;NA;China;understory;users;cultivation;NA;NA;none;none;0;0;none;regular;study;species;27;20;NA;30.216.980.611.397.100;2.048.330.454;16;0;19.05;109.14
RU_Lu 2014_Tree seedlings_Sit2_NA;RU;Lu 2014_Tree seedlings_Sit2_NA;RU_Lu 2014_Tree seedlings;NA;Lu 2014;Tree seedlings;Sit2;NA;60-yr-old;190.525.611.111.111;109.136.008.333.333;60;60;2010;exact;recovering;trees, shrubs and lianas seedlings;DBH < 1cm;relative abundance;probably based on counts;yes;identification of each individual with DBH < 1 cm in quadrats of 4 m2 of subplots of 400 m2;1;NA;200;3;800;NA;NA;shifting cultivation;NA;1;none;Communities are composed by 27 representative tree species that collectively constitute > 50 percent of the seedling relative abundance;NA;China;understory;users;cultivation;NA;NA;none;none;0;0;none;regular;study;species;27;27;NA;3.662.197.328.703.200;2.468.072.899;21;0;19.05;109.14
RU_Lu 2014_Tree seedlings_Sit3_NA;RU;Lu 2014_Tree seedlings_Sit3_NA;RU_Lu 2014_Tree seedlings;NA;Lu 2014;Tree seedlings;Sit3;NA;Old growth;190.525.611.111.111;109.136.008.333.333;500;Old;2010;category;reference;trees, shrubs and lianas seedlings;DBH < 1cm;relative abundance;probably based on counts;yes;identification of each individual with DBH < 1 cm in quadrats of 4 m2 of subplots of 400 m2;1;NA;200;3;800;NA;NA;none;NA;0;none;Communities are composed by 27 representative tree species that collectively constitute > 50 percent of the seedling relative abundance;NA;China;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;27;20;NA;27.976.664.580.342.600;1.976.511.396;14;0;19.05;109.14
RU_Marin-Spiotta 2007_Tree_Sit1_NA;RU;Marin-Spiotta 2007_Tree_Sit1_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit1;NA;Primary forests;18.002;-66.008;500;Old;2002;category;reference;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with DBH >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;none;local people occasionally collect palm fronds;0;none;NA;NA;Puerto Rico;trees;engineers;none;forest uses;NA;none;none;0;0;forest uses;use;study;species;49;23;1.4;3.515.908.794.927.680;198.720.805.787;19;0.12244897959183672;18;-66.01
RU_Marin-Spiotta 2007_Tree_Sit2_NA;RU;Marin-Spiotta 2007_Tree_Sit2_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit2;NA;10 years;18.002;-66.008;10;10;2002;exact;recovering;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with dbh >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;pasture;NA;1;none;NA;NA;Puerto Rico;trees;engineers;animal farming;NA;NA;none;none;0;0;none;regular;study;species;49;6;16.800.000.000.000.000;22.667.515.636.166;472.789.711;4;0.12244897959183672;18;-66.01
RU_Marin-Spiotta 2007_Tree_Sit3_NA;RU;Marin-Spiotta 2007_Tree_Sit3_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit3;NA;20 years;18.002;-66.008;20;20;2002;exact;recovering;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with dbh >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;pasture;NA;1;none;NA;NA;Puerto Rico;trees;engineers;animal farming;NA;NA;none;none;0;0;none;regular;study;species;49;15;1.71;2.961.170.518.958.220;13.462.702.842.699.900;13;0.12244897959183672;18;-66.01
