id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T2_ES2_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T2_ES2_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T2_ES2;NA;ES2;-43.12;-74.03;11;11;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;3;4;1.23616025437381;387.611003;3;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T3_MS1_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T3_MS1_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T3_MS1;NA;MS1;-43.12;-74.03;40;40;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;4;16.6;1.49533611115897;271.824928;2;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T4_MS2_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T4_MS2_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T4_MS2;NA;MS2;-43.12;-74.03;70;70;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;9;46.2;1.79688092397009;1343.346574;9;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T5_MS3_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T5_MS3_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T5_MS3;NA;MS3;-43.12;-74.03;112;112;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;9;49.6;2.29899215762097;1048.560799;6;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T6_LS1_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T6_LS1_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T6_LS1;NA;LS1;-43.12;-74.03;129;129;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;9;58.6;2.52001783035991;1141.856738;7;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T7_LS2_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T7_LS2_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T7_LS2;NA;LS2;-43.12;-74.03;133;133;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;9;65.6;1.93421875027884;932.376642;9;0;-43.12;-74.03
CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T8_LS3_NA;CU;Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats_T8_LS3_NA;CU_Aravena et al. 2002_1 1A Trees ba (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees ba (>5 cm dbh) random plots or quadrats;T8_LS3;NA;LS3;-43.12;-74.03;134;134;2000;mean;recovering;Trees;>5 cm dbh;abundance;Basal area;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;Chile;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;13;85.7;2.60294994343753;1432.758995;10;0;-43.12;-74.03
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1964_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1964_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1964;NA;1964;21.46;110.9;30;30;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;35;300.03;4.38676752560791;1898.09360063;22;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1974_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1974_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1974;NA;1974;21.46;110.9;20;20;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;28;310.02;4.01069787176989;1767.069924;20;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1975_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1975_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1975;NA;1975;21.46;110.9;19;19;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;32;266.25;4.45932653003855;1691.117567;19;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1976_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1976_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1976;NA;1976;21.46;110.9;18;18;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;27;311.31;4.23816360795413;1407.373478;15;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1977_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1977_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1977;NA;1977;21.46;110.9;17;17;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;24;292.51;3.95705336680415;1228.173383;14;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1978_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1978_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1978;NA;1978;21.46;110.9;16;16;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;21;296.25;3.42080101284523;1242.061503;13;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1979_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_1979_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;1979;NA;1979;21.46;110.9;15;15;1994;exact;recovering;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;agriculture;Eucaliptus planting (5 yr) and cutting;broad-leaved tree planting;3;none;NA;NA;China;trees;engineers;logging;active restoration;farming/plantation;none;active restoration;1;0;none;restoration;study;species;99;11;302.12;2.38421441902235;741.352106;6;0;21.46;110.9
CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_OG_0 (NF)_NA;CU;Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value_OG_0 (NF)_NA;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats_importance value;CU_Fang and Peng 1997_1 2R Trees random plots or quadrats;Fang and Peng 1997;1 2R Trees random plots or quadrats_importance value;OG_0 (NF);NA;NF;21.46;110.9;100;>100;1994;minimum;reference;Trees;Trees;abundance;Importance value (number of individuals of each species, the number of species and the total number of individuals);yes;random plots or quadrats;1;NA;2;8;200;NA;NA;agriculture;NA;1;NA;NA;NA;China;trees;engineers;farming;NA;NA;NA;none;0;0;none;regular;study;species;99;52;299.98;4.70020920144634;2680.424588;38;0;21.46;110.9
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_P-1 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_P-1 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;P-1 (poppy);NA;P-1;18.53;98.55;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;681.799;2.09937532472751;1397.593362;16;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_P-2 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_P-2 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;P-2 (poppy);NA;P-2;18.53;98.55;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;28;843.186;1.99482853948162;2004.016389;22;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_P-3 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_P-3 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;P-3 (poppy);NA;P-3;18.53;98.55;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;631.302;1.92250205278244;1415.088357;15;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_P-4 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_P-4 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;P-4 (poppy);NA;P-4;18.51;98.55;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;26;426.129;2.7797932007739;2033.852052;22;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_P-5 (poppy)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_P-5 (poppy)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;P-5 (poppy);NA;P-5;18.54;98.54;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;poppy cultivation;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;16;126.563;2.77283474091065;1209.909084;14;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_PR-1 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_PR-1 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;PR-1 (poppy-rice);NA;PR-1;18.53;98.55;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;17;663.846;2.03684177834533;1673.616063;16;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_PR-2 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_PR-2 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;PR-2 (poppy-rice);NA;PR-2;18.53;98.55;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;21;530.711;2.11643432063898;1671.684877;17;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_PR-3 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_PR-3 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;PR-3 (poppy-rice);NA;PR-3;18.53;98.54;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;27;716.65;3.85391705179977;1856.526039;20;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_PR-4 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_PR-4 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;PR-4 (poppy-rice);NA;PR-4;18.53;98.55;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;20;1088.301;3.08665443204722;1736.438991;18;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_PR-5 (poppy-rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_PR-5 (poppy-rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;PR-5 (poppy-rice);NA;PR-5;18.53;98.54;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;poppy cultivation;swidden cultivation: rice;none;2;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;cultivation;protection;none;0;1;none;protection;community;species;184;17;373.203;2.0049555160424;1182.25933;13;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-1 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-1 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-1 (rice);NA;R-1;18.54;98.56;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;25;584.982;3.76131945301541;2046.208245;21;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-10 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-10 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-10 (rice);NA;R-10;18.53;98.56;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;36;304.6049375;2.78570857702733;2331.657239;31;0.0756756756756757;18.53;98.55
