"taxon_ori";"id_comm";"id_study";"taxon_level";"taxon_clean";"rank";"error_ident";"error_class";"measurement.taxon_ori";"measurement.id_comm";"measurement.id_study";"measurement.taxon_level";"measurement.taxon_clean";"measurement.rank";"measurement.error_ident";"measurement.error_class";"measurement.measurement";"measurement.metric";"measurement.unidentified";"measurement.count0";"measurement.count";"measurement.kingdom";"measurement.phylum";"measurement.class";"measurement.order";"measurement.family";"measurement.genus";"measurement.IsGymnosperm";"metric";"unidentified";"count0";"count";"kingdom";"phylum";"class";"order";"family";"genus";"IsGymnosperm"
71;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";71;"no rank";91;1;71;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;71;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
71;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";71;"no rank";91;1;71;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;71;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
71;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";71;"no rank";91;1;71;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;71;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
71;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";71;"no rank";91;1;71;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;71;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
71;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";71;"no rank";91;1;71;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;71;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
72;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";72;"no rank";91;1;72;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;72;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
72;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";72;"no rank";91;1;72;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;72;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
72;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";72;"no rank";91;1;72;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;72;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
72;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";72;"no rank";91;1;72;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;72;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA";"Stark et al. 2006";"species";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA;Stark et al. 2006;species;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
73;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";73;"no rank";91;1;73;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;73;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
74;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";74;"no rank";91;1;74;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;74;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
74;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";74;"no rank";91;1;74;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;74;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
74;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";74;"no rank";91;1;74;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;74;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
74;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";74;"no rank";91;1;74;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;74;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
75;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";75;"no rank";91;1;75;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;75;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
75;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";75;"no rank";91;1;75;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;75;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
75;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";75;"no rank";91;1;75;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;75;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
75;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";75;"no rank";91;1;75;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;75;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
76;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";76;"no rank";91;1;76;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;76;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
77;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";77;"no rank";91;1;77;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;77;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
77;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";77;"no rank";91;1;77;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;77;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA";"Stark et al. 2006";"species";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA;Stark et al. 2006;species;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
78;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";78;"no rank";91;1;78;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;78;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
79;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";79;"no rank";91;1;79;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;79;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
80;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";80;"no rank";91;1;80;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;80;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
80;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";80;"no rank";91;1;80;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;80;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
80;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";80;"no rank";91;1;80;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;80;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
