taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Trichadenia philippinensis;Trichadenia philippinensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Achariaceae;Trichadenia;No
Trichilia americana;Trichilia americana;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia glabra;Trichilia glabra;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia glabra;Trichilia glabra L.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichilia hirta;Trichilia hirta L.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichilia lecointei;Trichilia lecointei;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia martiana;Trichilia martiana;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia micrantha;Trichilia micrantha Bentham;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia pallida;Trichilia pallida;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia pallida;Trichilia pallida (Rosaceae);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichilia schomburgkii;Trichilia schomburkii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichilia septentrionalis;Trichilia septentrionalis;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia trifolia;Trichilia trifolia;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichilia tuberculata;Trichilia tuberculata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichillia sp ;Trichillia  sp. 1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichillia sp 2;Trichillia  sp. 2;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Trichilia;No
Trichocolea tomentosa;Trichocolea tomentosa;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Trichocoleaceae;Leiomitra;No
Trichomanes javanicum;Trichomanes javanicum;Plantae;Tracheophyta;Polypodiopsida;Hymenophyllales;Hymenophyllaceae;Crepidomanes;No
Trichomanes javanicum;Trichomanes javanicum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichomanes dentatum;Trichomanes.dentatum;Plantae;Tracheophyta;Polypodiopsida;Hymenophyllales;Hymenophyllaceae;Crepidomanes;No
Trichomanes humile;Trichomanes.humile;Plantae;Tracheophyta;Polypodiopsida;Hymenophyllales;Hymenophyllaceae;Crepidomanes;No
Trichosanthes borneensis;Trichosanthes borneensis;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Trichosanthes;No
Trichosanthes;Trichosanthes sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trichosanthes sp 2;Trichosanthes sp.2;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Trichosanthes;No
Trichosanthes wallichiana;Trichosanthes wallichiana;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Trichosanthes;No
Trichospermum mexicanum;Trichospermum mexicanum;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Trichospermum;No
Trichostigma octandrum;Trichostigma octandrum;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Phytolaccaceae;Trichostigma;No
Tricoryne elatior;Tricoryne elatior;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Tricoryne;No
Trientalis borealis;Trientalis borealis;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;No
Trientalis borealis;Trientalis borealis Raf;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trifolium angustifolium;Trifolium angustifolium;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium arvense;Trifolium arvense;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium bocconei;Trifolium bocconei;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium campestre;Trifolium campestre;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium cherleri;Trifolium cherleri;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium dubium;Trifolium dubium;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium glomeratum;Trifolium glomeratum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium hirtum;Trifolium hirtum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium pratense;Trifolium pratense;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium repens;Trifolium repens;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium spumosum;Trifolium spumosum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium stellatum;Trifolium stellatum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium subterraneum;Trifolium subterraneum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trifolium tomentosum;Trifolium tomentosum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;No
Trigoniastrum hypoleucum;Trigoniastrum hypoleucum;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Trigoniaceae;Trigoniastrum;No
Trigonopleura malayana;Trigonopleura malayana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Peraceae;Trigonopleura;No
Trigonostemon anomalus;Trigonostemon anomalus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Trigonostemon;No
Trigonostemon elmeri;Trigonostemon elmeri;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Trigonostemon;No
Trigonostemon hypoleucum;Trigonostemon hypoleucum;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Trigonostemon;No
Trigonostemon ;Trigonostemon sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trigonostemon sp ;Trigonostemon sp.1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Trigonostemon;No
Trillium undulatum;Trilium undulatum W ilId.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trillium erectum;Trillium erectum;Plantae;Tracheophyta;Liliopsida;Liliales;Melanthiaceae;Trillium;No
Trillium erectum;Trillium erectum L;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Trillium grandiflorum;Trillium grandiflorum;Plantae;Tracheophyta;Liliopsida;Liliales;Melanthiaceae;Trillium;No
Trillium undulatum;Trillium undulatum;Plantae;Tracheophyta;Liliopsida;Liliales;Melanthiaceae;Trillium;No
Triomma malaccensis;Triomma malaccensis;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Burseraceae;Triomma;No
Triplaris weigeltiana;Triplaris weigeltiana (Rchb.) Kuntze;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Triplaris;No
Trisetum wolfii;Trisetum wolfii;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Graphephorum;No
Tristaniopsis whiteana;Tristaniopsis whiteana;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Tristaniopsis;No
Trisetumicatum;Tristetum spicatum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Triticum aestivum;Triticum aestivum;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Triticum;No
Tritomaria exsectiformis;Tritomaria exsectiformis;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Tritomaria;No
Tritomaria polita;Tritomaria polita;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Scapaniaceae;Saccobasis;No
Tritomaria quinquedentata;Tritomaria quinquedentata;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophoziaceae;Trilophozia;No
Triumfetta pilosa;Triumfetta pilosa;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Triumfetta;No
Trophis caucana;Trophis  caucana (Pittier) C. C. Berg.;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Triumfetta;No
Trophis involucrata;Trophis involucrata;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Trophis;No
Trophis racemosa;Trophis racemosa;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Trophis;No
Tropidia curculigoides;Tropidia curculigoides;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Tropidia;No
Trypetheliaceae spp;Trypetheliaceae spp.;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Tropidia;No
Tsuga canadensis;Tsuga canadensis Carr.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Tuberaria guttata;Tuberaria guttata;Plantae;Tracheophyta;Magnoliopsida;Malvales;Cistaceae;Tuberaria;No
Turpinia insignis;Turpinia insignis;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Staphyleaceae;Turpinia;No
Turpinia montana;Turpinia montana (Bl.) Kurz.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Turpinia occidentalis;Turpinia occidentalis;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Staphyleaceae;Turpinia;No
Turpinia paniculata;Turpinia paniculata;Plantae;Tracheophyta;Magnoliopsida;Crossosomatales;Staphyleaceae;Turpinia;No
Turpinia pomifera;Turpinia pomifera (Roxb.) Wall. ex DC.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Tussilago farfara;Tussilago farfara;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tussilago;No
Typha latifolia;Typha latifolia;Plantae;Tracheophyta;Liliopsida;Poales;Typhaceae;Typha;No
Typhonium trilobatum;Typhonium trilobatum;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Typhonium;No
Ubim;Ubim;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Typhonium;No
Uittienia modesta;Uittienia modesta;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Uittienia;No
Ulex europaeus;Ulex europaeus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ulex;No
Ulex gallii;Ulex gallii;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ulex;No
Ulex minor;Ulex minor;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ulex;No
Ulota curvifolia;Ulota curvifolia;Plantae;Bryophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Ulota;No
Uncaria ferrea;Uncaria ferrea;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria ferrea;Uncaria ferrea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uncaria ferruginea;Uncaria ferruginea;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria ferruginea;Uncaria ferruginea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uncaria glabrata;Uncaria glabrata;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria insignis;Uncaria insignis;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria lanosa;Uncaria lanosa;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria longiflora;Uncaria longiflora;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria pedicellata;Uncaria pedicellata;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria sp ;Uncaria sp. 1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria ;Uncaria sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uncaria sp ;Uncaria sp.1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria;Uncaria sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uncaria sp 2;Uncaria sp.2;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria appendiculata;Uncaria.appendiculata;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Uncaria sp;Uncaria.sp.;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Unidengified ;Unidengified sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.4;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.5;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.6;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.7;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidengified;Unidengified sp.9;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified ;Unidentified 1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified 0;Unidentified 10;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified ;Unidentified 11;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 12;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 13;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 14;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 15;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 16;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 17;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 18;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 19;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified0;Unidentified 20;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 21;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified2;Unidentified 22;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified3;Unidentified 23;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified4;Unidentified 24;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified5;Unidentified 25;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified6;Unidentified 26;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified7;Unidentified 27;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified8;Unidentified 28;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified9;Unidentified 29;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 4;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 5;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 6;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 7;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 8;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified;Unidentified 9;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unidentified sp ;Unidentified sp. 1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Unidentified sp 2;Unidentified sp. 2 (no species data);Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Unidentified sp 3;Unidentified sp. 3 (no species data);Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
UNIDENTIFIED SPECIES;UNIDENTIFIED SPECIES;No identified;No identified;No identified;No identified;No identified;No identified;No identified
Unknown;Unknown;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Uncaria;No
Unknown ;Unknown 1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown;Unknown 2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown;Unknown sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknownp ;Unknown spp. 1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-;Unknown-1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-2;Unknown-2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-3;Unknown-3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-4;Unknown-4;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-5;Unknown-5;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unknown-6;Unknown-6;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Unonopsis hammelii;Unonopsis hammelii;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Unonopsis;No
Unonopsis pittieri;Unonopsis pittieri;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Unonopsis;No
Unonopsis sp ;Unonopsis sp. 1;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Unonopsis;No
Unonopsis sp;Unonopsis sp. A;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Unonopsis;No
Unonopsis stipitata;Unonopsis stitpitata Diels;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Unonopsis;No
Uraria lagopus;Uraria lagopus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Uraria;No
Uvariopsis congensis;Urariopsis congensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Urceola brachysepala;Urceola brachysepala;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Urceola;No
Urena lobata;Urena lobata;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;No
Urera caracasana;Urera  caracasana (Jacq.) Gaudich ex. Griseb.;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Urena;No
Urera baccifera;Urera baccifera;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urera;No
Urera baccifera;Urera baccifera (Urticaceae);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Urera caracasana;Urera caracasana;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urera;No
Urera caracasana;Urera caracasana (u);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Urera elata;Urera elata;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urera;No
Urochloa glumaris;Urochloa glumaris;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Urochloa;No
Urophyllum arboreum;Urophyllum arboreum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum corymbosum;Urophyllum corymbosum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum glabrum;Urophyllum glabrum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum hirsutum;Urophyllum hirsutum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum sp;Urophyllum sp.;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum sp ;Urophyllum sp. 1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum sp 2;Urophyllum sp. 2;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum sp 3;Urophyllum sp. 3;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum sp 4;Urophyllum sp. 4;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urophyllum ;Urophyllum sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Urophyllum sp ;Urophyllum sp.1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
URTICA DIOICA;URTICA   DIOICA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Urophyllum;No
Urtica dioica;Urtica dioica;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urtica;No
Urtica urens;Urtica urens;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urtica;No
Usnea florida;Usnea florida;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Usnea nidifica;Usnea nidifica;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Usnea orientalis;Usnea orientalis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Usnea rubicunda;Usnea rubicunda;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Usnea;Usnea sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Usnea spp;Usnea spp.;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urtica;No
Uvaria cauliflora;Uvaria cauliflora;Plantae;Tracheophyta;Magnoliopsida;Rosales;Urticaceae;Urtica;No
Uvaria cauliflora;Uvaria cauliflora;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uvaria confertiflora;Uvaria confertiflora;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvaria elmeri;Uvaria elmeri;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvaria furfuracea;Uvaria furfuracea;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvaria hirsuta;Uvaria hirsuta;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvaria microcarpa;Uvaria microcarpa;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvaria;Uvaria sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Uvaria sp 2;Uvaria sp.2;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Uvaria;No
Uvularia grandiflora;Uvularia grandiflora;Plantae;Tracheophyta;Liliopsida;Liliales;Colchicaceae;Uvularia;No
Vaccinium bracteatum;Vaccinium bracteatum;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;No
Vaccinium caespitosum;Vaccinium caespitosum;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;No
Vaccinium carlesii;Vaccinium carlesii;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;No
Vaccinium mandarinorum;Vaccinium mandarinorum;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;No
Vaccinium scoparium;Vaccinium scoparium;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;No
Vachellia pennatula;Vachellia pennatula;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vachellia;No
VALERIANA OFFICINALIS;VALERIANA OFFICINALIS;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Valeriana;No
Vangueria apiculata;Vangueria apiculata K. Schum.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vanilla albida;Vanilla albida;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Vanilla;No
Vantanea peruviana;Vantanea cf peruviana J. F. Macbride;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Vanilla;No
Vantanea paraensis;Vantanea paraensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Humiriaceae;Vantanea;No
Vantanea spichigeri;Vantanea spichigeri A. Gentry;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Humiriaceae;Vantanea;No
Vassobia breviflora;Vassobia breviflora;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Vassobia;No
Vatairea erythrocarpa;Vatairea erythrocarpa;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vatairea;No
Vatairea sericea;Vatairea sericea;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vatairea;No
Vatica albiramis;Vatica albiramis;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica dulitensis;Vatica dulitensis;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
