id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class
RU_Dalling 1998_Herbs_SAI_NA;RU;Dalling 1998_Herbs_SAI_NA;RU_Dalling 1998_Herbs;NA;Dalling 1998;Herbs;SAI;NA;SAI;9.12195277777778;-79.8439472222222;20;20;1995;exact;recovering;herbs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;2.0000000000000044;NA;26;10;0.216639517002571;land use and fallow;NA;crop and pasture;agriculture;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;herbs;users;farming;farming;NA;none;none;0;0;farming;use;community;mix;10;3;71.00000000000016;1.4033706908604442;1.963403;1;1
RU_Dalling 1998_Herbs_ZET_NA;RU;Dalling 1998_Herbs_ZET_NA;RU_Dalling 1998_Herbs;NA;Dalling 1998;Herbs;ZET;NA;ZET;9.15471111111111;-79.8626222222222;500;Old (>500);1996;minimum;reference;herbs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;selective logging and wind damage;NA;none;protected since 1923;0;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth.;Wen;Panama;herbs;users;none;protection;NA;none;none;0;1;none;protection;community;mix;10;2;26.6;0.411645570932149;NA;NA;1
RU_Dalling 1998_Lianas_ARM_NA;RU;Dalling 1998_Lianas_ARM_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;ARM;NA;ARM;9.14896111111111;-79.8581;500;Old (>500);1996;minimum;reference;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;selective logging and wind damage;NA;none;protected since 1923;0;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;none;protection;NA;none;none;0;1;none;protection;community;mix;11;3;33.3;0.6953888371531323;4.108305;1;1
RU_Dalling 1998_Lianas_BAR_NA;RU;Dalling 1998_Lianas_BAR_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;BAR;NA;BAR;9.15953611111111;-79.8253027777778;100;100;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;3;6.6000000000000005;1.584962500721156;NA;NA;1
RU_Dalling 1998_Lianas_BOH_NA;RU;Dalling 1998_Lianas_BOH_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;BOH;NA;BOH;9.19302222222222;-79.8537611111111;70;70;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;3;15.5;1.5544601588177671;4.108305;1;1
RU_Dalling 1998_Lianas_END_NA;RU;Dalling 1998_Lianas_END_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;END;NA;END;9.12161666666667;-79.8514361111111;40;40;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;3;97.8;1.2230169335117258;247.469892;2;1
RU_Dalling 1998_Lianas_FOS_NA;RU;Dalling 1998_Lianas_FOS_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;FOS;NA;FOS;9.12211388888889;-79.860675;40;40;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;4;19.9;1.8332188245330352;368.757776;3;1
RU_Dalling 1998_Lianas_PED_NA;RU;Dalling 1998_Lianas_PED_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;PED;NA;PED;9.11254444444444;-79.8191055555556;20;20;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;occasional fire wood collection;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;forest uses;NA;none;none;0;0;forest uses;use;community;mix;11;9;73.1;2.468473154902856;484.544068;4;1
RU_Dalling 1998_Lianas_PER_NA;RU;Dalling 1998_Lianas_PER_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;PER;NA;PER;9.16221111111111;-79.8460638888889;100;100;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;2;8.8;1;247.469892;2;1
RU_Dalling 1998_Lianas_POA_NA;RU;Dalling 1998_Lianas_POA_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;POA;NA;POA;9.13507222222222;-79.8454194444444;70;70;1996;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;2;8.9;0.8067955503968327;4.108305;1;1
RU_Dalling 1998_Lianas_SAI_NA;RU;Dalling 1998_Lianas_SAI_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;SAI;NA;SAI;9.12195277777778;-79.8439472222222;20;20;1995;exact;recovering;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;2.0000000000000044;NA;26;10;0.216639517002571;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;lianas;users;farming;protection;NA;none;none;0;1;none;protection;community;mix;11;3;151.00000000000034;1.3332848311062426;247.469892;2;1
RU_Dalling 1998_Lianas_ZET_NA;RU;Dalling 1998_Lianas_ZET_NA;RU_Dalling 1998_Lianas;NA;Dalling 1998;Lianas;ZET;NA;ZET;9.15471111111111;-79.8626222222222;500;Old (>500);1996;minimum;reference;lianas;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;selective logging and wind damage;NA;none;protected since 1923;0;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth.;Wen;Panama;lianas;users;none;protection;NA;none;none;0;1;none;protection;community;mix;11;4;17.700000000000003;1.7457396868282429;247.469831;2;1
RU_Dalling 1998_Tree_ARM_NA;RU;Dalling 1998_Tree_ARM_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;ARM;NA;ARM;9.14896111111111;-79.8581;500;Old (>500);1996;minimum;reference;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;selective logging and wind damage;NA;none;protected since 1923;0;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;none;protection;NA;none;none;0;1;none;protection;community;species;31;17;1321.6;2.390868518049746;965.4366796;11;0
RU_Dalling 1998_Tree_BAR_NA;RU;Dalling 1998_Tree_BAR_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;BAR;NA;BAR;9.15953611111111;-79.8253027777778;100;100;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;18;1979.1;1.1207152570889292;985.5606456;10;0
RU_Dalling 1998_Tree_BOH_NA;RU;Dalling 1998_Tree_BOH_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;BOH;NA;BOH;9.19302222222222;-79.8537611111111;70;70;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;17;830.5;2.860647775978477;992.7276256;10;0
RU_Dalling 1998_Tree_END_NA;RU;Dalling 1998_Tree_END_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;END;NA;END;9.12161666666667;-79.8514361111111;40;40;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;14;2827.4;0.9512486419204688;765.1018866000001;8;0
RU_Dalling 1998_Tree_FOS_NA;RU;Dalling 1998_Tree_FOS_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;FOS;NA;FOS;9.12211388888889;-79.860675;40;40;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;15;1452.5;1.875495921986447;921.303389;9;0
RU_Dalling 1998_Tree_PED_NA;RU;Dalling 1998_Tree_PED_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;PED;NA;PED;9.11254444444444;-79.8191055555556;20;20;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;occasional fire wood collection;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;forest uses;NA;none;none;0;0;forest uses;use;community;species;31;21;1414.7;2.080919935045743;1001.0192326;12;0
RU_Dalling 1998_Tree_PER_NA;RU;Dalling 1998_Tree_PER_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;PER;NA;PER;9.16221111111111;-79.8460638888889;100;100;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;16;1112.6;1.8251392313698311;870.3286176;9;0
RU_Dalling 1998_Tree_POA_NA;RU;Dalling 1998_Tree_POA_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;POA;NA;POA;9.13507222222222;-79.8454194444444;70;70;1996;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;land use and fallow;NA;crop and pasture;protected since 1923;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;16;2076.4;0.7881678051260277;927.0753026;10;0
RU_Dalling 1998_Tree_SAI_NA;RU;Dalling 1998_Tree_SAI_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;SAI;NA;SAI;9.12195277777778;-79.8439472222222;20;20;1995;exact;recovering;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;2.0000000000000044;NA;26;10;0.216639517002571;land use and fallow;NA;crop and pasture;protected since 1977;1;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;farming;protection;NA;none;none;0;1;none;protection;community;species;31;14;2776.200000000006;2.2678574048817537;817.8482086;9;0
RU_Dalling 1998_Tree_ZET_NA;RU;Dalling 1998_Tree_ZET_NA;RU_Dalling 1998_Tree;NA;Dalling 1998;Tree;ZET;NA;ZET;9.15471111111111;-79.8626222222222;500;Old (>500);1996;minimum;reference;trees and shrubs;ocurring > 1 stand or lowest abundance > 2.2;abundance;no. of seedlings emerged;yes;soil samples along transects;1;NA;52;10;0.433279034005143;history of human-induced disturbances ranging from;NA;none;protected since 1923;0;none;10 stands at least 4 ha in area were selected to include two stands each with the following approximate times in fallow: 20, 40,70, 120 and two old sites > 500 growth;Wen;Panama;woody;mix;none;protection;NA;none;none;0;1;none;protection;community;species;31;17;1665.6;2.2213986244416875;932.8830706;10;0
RU_Davidson 2007_Plant_Sit1_NA;RU;Davidson 2007_Plant_Sit1_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit1;NA;SFmature;-1.25;-47.78;500;Old;2005;category;reference;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;slash-and-burn agriculture to opencast sand dune mining.;NA;none;NA;0;none;NA;NA;Brazil;trees;engineers;none;NA;NA;none;none;0;0;none;regular;study;species;169;61;98;5.678072599810913;2671.608011;38;0.02366863905325443
RU_Davidson 2007_Plant_Sit2_NA;RU;Davidson 2007_Plant_Sit2_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit2;NA;SF3;-1.25;-47.78;3;3;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;early 1900s;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;18;163;2.9587643140510616;1221.057887;13;0.02366863905325443
RU_Davidson 2007_Plant_Sit3_NA;RU;Davidson 2007_Plant_Sit3_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit3;NA;SF6;-1.25;-47.78;6;6;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;rubber extraction in the late nineteenth century and forest clearing in the mid-twentieth century for agricultural development;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;33;122;4.471218437879646;2002.834922;24;0.02366863905325443
RU_Davidson 2007_Plant_Sit4_NA;RU;Davidson 2007_Plant_Sit4_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit4;NA;SF10;-1.25;-47.78;10;10;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;rubber extraction in the late nineteenth century and forest clearing in the mid-twentieth century for agricultural development;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;15;40;3.546039033895928;1130.900126;11;0.02366863905325443
RU_Davidson 2007_Plant_Sit5_NA;RU;Davidson 2007_Plant_Sit5_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit5;NA;SF20;-1.25;-47.78;20;20;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;rubber extraction in the late nineteenth century and forest clearing in the mid-twentieth century for agricultural development;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;41;154;4.69885185264175;2294.894107;32;0.02366863905325443
RU_Davidson 2007_Plant_Sit6_NA;RU;Davidson 2007_Plant_Sit6_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit6;NA;SF40;-1.25;-47.78;40;40;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;rubber extraction in the late nineteenth century and forest clearing in the mid-twentieth century for agricultural development;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;53;185;4.820783409578619;3016.6578628;44;0.02366863905325443
RU_Davidson 2007_Plant_Sit7_NA;RU;Davidson 2007_Plant_Sit7_NA;RU_Davidson 2007_Plant;NA;Davidson 2007;Plant;Sit7;NA;SF70;-1.25;-47.78;70;70;2005;exact;recovering;trees;DBH >= 2 cm;abundance;no. of individuals with DBH >= 2 cm;yes;plots of 10 m x 25 m;1;NA;2;7;500;rubber extraction in the late nineteenth century and forest clearing in the mid-twentieth century for agricultural development;rubber extraction;slash-and-burn regrowing after crops;NA;2;none;NA;NA;Brazil;trees;engineers;cultivation;NA;forest uses;none;none;0;0;none;regular;study;species;169;48;174;4.59722479027212;2880.245973037;41;0.02366863905325443
RU_DeWalt 2003_Tree genus_100_1_NA;RU;DeWalt 2003_Tree genus_100_1_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;100_1;NA;Barbour;9.17;-79.85;100;100;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;3;NA;0.8987518476819376;NA;NA;0
RU_DeWalt 2003_Tree genus_100_2_NA;RU;DeWalt 2003_Tree genus_100_2_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;100_2;NA;Pearson;9.17;-79.85;100;100;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.49418293484978865;NA;NA;0
RU_DeWalt 2003_Tree genus_20_1_NA;RU;DeWalt 2003_Tree genus_20_1_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;20_1;NA;Saino;9.17;-79.85;20;20;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;2;NA;16;10;1600;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.1936428046838986;NA;NA;0
RU_DeWalt 2003_Tree genus_20_2_NA;RU;DeWalt 2003_Tree genus_20_2_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;20_2;NA;Pedro Gomez;9.17;-79.85;20;20;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.9927744539878084;NA;NA;0
RU_DeWalt 2003_Tree genus_40_1_NA;RU;DeWalt 2003_Tree genus_40_1_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;40_1;NA;Enders;9.17;-79.85;40;40;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.6545028359927416;NA;NA;0
RU_DeWalt 2003_Tree genus_40_2_NA;RU;DeWalt 2003_Tree genus_40_2_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;40_2;NA;Fosters;9.17;-79.85;40;40;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;3;NA;0.9255142382298;NA;NA;0
RU_DeWalt 2003_Tree genus_70_1_NA;RU;DeWalt 2003_Tree genus_70_1_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;70_1;NA;Bohio;9.17;-79.85;70;70;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.4220005168831531;NA;NA;0
RU_DeWalt 2003_Tree genus_70_2_NA;RU;DeWalt 2003_Tree genus_70_2_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;70_2;NA;Poachers;9.17;-79.85;70;70;1999;exact;recovering;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture dairy cattle and production of fruits and vegetables;NA;crop and pasture;protected since 1979;1;none;NA;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;supra species;3;3;NA;1.204912725240888;NA;NA;0
RU_DeWalt 2003_Tree genus_OG1_NA;RU;DeWalt 2003_Tree genus_OG1_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;OG1;NA;Zetek;9.17;-79.85;500;Old (>500);1999;minimum;reference;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;NA;NA;none;protected since 1979;0;none;NA;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.13271314239175458;NA;NA;0
RU_DeWalt 2003_Tree genus_OG2_NA;RU;DeWalt 2003_Tree genus_OG2_NA;RU_DeWalt 2003_Tree genus;NA;DeWalt 2003;Tree genus;OG2;NA;Armour;9.17;-79.85;500;Old (>500);1999;minimum;reference;trees;>=5 cm DBH;relative abundance;importance value (no.individuals/total no. Individuals + basal area/total basal area in the stand);yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;NA;NA;none;protected since 1979;0;none;NA;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;supra species;3;2;NA;0.33393606313636676;NA;NA;0
RU_Dent 2013_Tree adults_Armour_NA;RU;Dent 2013_Tree adults_Armour_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Armour;NA;Armour;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.654375026661969;807.25353978;9;0
RU_Dent 2013_Tree adults_Barbour_NA;RU;Dent 2013_Tree adults_Barbour_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Barbour;NA;Barbour;9.15;-79.85;100;100;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;1.8685735702563229;817.45325666;9;0
RU_Dent 2013_Tree adults_Bohio_NA;RU;Dent 2013_Tree adults_Bohio_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Bohio;NA;Bohio;9.15;-79.85;70;70;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.482925867030783;877.09009234;9;0
